title,price,link_item,image_url,discount_percent_list,rating_average,review_count,official
Đầm Váy Trung Niên Dáng Dài Dạng Đầm Suông Phối 3 Nút In Hoa - Thời Trang Trung Niên Nữ GOTI 3288D,339000,https://tiki.vn/dam-vay-trung-nien-dang-dai-dang-dam-suong-phoi-3-nut-in-hoa-thoi-trang-trung-nien-nu-goti-3288d-p68778242.html?spid=120162229,https://salt.tikicdn.com/cache/280x280/ts/product/90/ad/ba/e899fca387ec221dd6749e4d53018f72.jpg,0,4.8,12,1
ĐẦM XÒE HOA NHÍ NHÚN NGỰC PHỐI 3 HẠT NGỌC – DAM 0021,395000,https://tiki.vn/dam-xoe-hoa-nhi-nhun-nguc-phoi-3-hat-ngoc-dam-0021-p182707555.html?spid=182707563,https://salt.tikicdn.com/cache/280x280/ts/product/8a/3a/fd/11fdf074fa211847ee416864790e54e7.jpg,0,4.6,5,1
"Đầm suông nữ Đũi Việt dáng dài 2 túi sườn, đầm form rộng cổ sơ mi phong cách cá tính thời trang thương hiệu chính hãng DV61",299000,https://tiki.vn/dam-dui-dang-suong-dai-form-rong-dam-dui-mix-kieu-so-mi-phong-cach-ca-tinh-dv61-p180247331.html?spid=180247339,https://salt.tikicdn.com/cache/280x280/ts/product/d3/52/ce/834f5df84b3a38c6dc6b2dde7128c3a3.jpg,0,4.8,5,1
"Đầm khiêu vũ siêu đẹp, váy nhảy Zumba cho vũ đoàn, nhảy Latin hiện đại M2908",290000,https://tiki.vn/dam-khieu-vu-sieu-dep-vay-nhay-zumba-cho-vu-doan-nhay-latin-hien-dai-m2908-p101773748.html?spid=101773790,https://salt.tikicdn.com/cache/280x280/ts/product/a6/a8/51/ed57dbf25fc792ce710c9abb40b33436.jpg,0,5.0,2,0
Đầm suông cổ sơ mi Haint Boutique,199000,https://tiki.vn/dam-suong-co-so-mi-haint-boutique-p10679661.html?spid=56369571,https://salt.tikicdn.com/cache/280x280/ts/product/c7/5f/5d/5610ff6cf5caa70d170302371efbd108.jpg,0,4.1,28,1
Đầm Cổ V Nút Ngọc Tay Dài màu Kem Thơ Nhẹ Nhàng,300000,https://tiki.vn/dam-co-v-nut-ngoc-tay-dai-mau-kem-tho-nhe-nhang-p195515821.html?spid=195515827,https://salt.tikicdn.com/cache/280x280/ts/product/80/a8/46/f6a49d960ca965345a3672b1e0c25969.jpg,0,4.5,8,0
"Váy nhảy khiêu vũ Latin người lớn, đầm khiêu vũ siêu đẹp cho nhóm nhảy vũ đoàn D1821",290000,https://tiki.vn/vay-nhay-khieu-vu-latin-nguoi-lon-dam-khieu-vu-sieu-dep-cho-nhom-nhay-vu-doan-d1821-p193886819.html?spid=193886825,https://salt.tikicdn.com/cache/280x280/ts/product/09/eb/28/00e14c978fb6724560006dfc74056772.jpg,0,5.0,1,0
"Đầm suông linen cổ tròn dai rời trẻ trung ArcticHunter, thời trang trẻ, phong cách hàng",260000,https://tiki.vn/dam-suong-linen-co-tron-dai-roi-tre-trung-arctichunter-thoi-trang-tre-phong-cach-hang-p77029839.html?spid=77029841,https://salt.tikicdn.com/cache/280x280/ts/product/3d/64/22/9ea70837b77deb9dd04767b38fd7564f.jpg,0,3.5,37,1
"Đầm linen nữ thiết kế cổ V có túi, mix phong cách sơ mi thời trang, đầm đũi chất lượng cao AH72",299000,https://tiki.vn/dam-nu-thiet-ke-co-v-co-tui-mix-phong-cach-so-mi-thoi-trang-dam-dui-chat-luong-cao-ah72-p181920231.html?spid=181920235,https://salt.tikicdn.com/cache/280x280/ts/product/31/16/09/f63beafa72a3bb9ac4919aa0e1560e34.jpg,0,5.0,5,1
Đầm suông linen dáng dài cổ tim tay lỡ - Đỏ đô,250000,https://tiki.vn/dam-suong-linen-dang-dai-co-tim-tay-lo-do-do-p90851559.html?spid=90851567,https://salt.tikicdn.com/cache/280x280/ts/product/2d/00/bb/7a299ee92dafa626ed9a9be43af9b211.jpg,0,3.8,9,1
"Đầm suông dự tiệc bigsize kiểu đầm suông cho người mập từ 42-85Kg phối voan kim sa màu Đen, Xanh, Đỏ Đô GOTI373",299000,https://tiki.vn/dam-suong-du-tiec-bigsize-kieu-dam-suong-cho-nguoi-map-tu-42-85kg-phoi-voan-kim-sa-mau-den-xanh-do-do-goti373-p11876096.html?spid=11876122,https://salt.tikicdn.com/cache/280x280/ts/product/0f/a5/2d/4ddad41c2786d012912520ac17870289.jpg,0,4.2,33,1
Đầm dây trắng đan eo Phoebe Dress Gem Clothing SP006188,520000,https://tiki.vn/dam-day-trang-dan-eo-phoebe-dress-gem-clothing-sp006188-p67437925.html?spid=67437929,https://salt.tikicdn.com/cache/280x280/ts/product/47/74/cc/c36ab84cebe938cc183c2c6cbe498505.jpg,0,5.0,2,1
Đầm cho mẹ họa tiết Cherry nhì đỏ organza ánh nhũ - AICDMEB3OG6W - AIN Closet,355000,https://tiki.vn/dam-cho-me-hoa-tiet-cherry-nhi-do-organza-anh-nhu-aicdmeb3og6w-ain-closet-p185004855.html?spid=185004863,https://salt.tikicdn.com/cache/280x280/ts/product/1c/36/cf/c4cd2334d2e596a6cab56f0961f42cc1.jpg,19,4.8,4,1
Váy body khoét ngực dây rút bên hông chất cotton,85000,https://tiki.vn/vay-body-khoet-nguc-day-rut-ben-hong-chat-cotton-p103875289.html?spid=103875296,https://salt.tikicdn.com/cache/280x280/ts/product/b6/a9/11/d5f6972a751f54d3c5fe16243760c01f.jpg,0,5.0,13,0
 Đầm Xoè Hoa Cúc Nổi Cổ Bèo Dễ Thương,240000,https://tiki.vn/dam-xoe-hoa-cuc-noi-co-beo-de-thuong-p57003788.html?spid=58116840,https://salt.tikicdn.com/cache/280x280/ts/product/58/de/fa/64ea22bd4ac7b27c05952093705b7d21.jpg,0,4.8,19,0
"Đầm khiêu vũ, váy nhảy Latin cho vũ đoàn, trang phục nhóm nhảy M2801",290000,https://tiki.vn/dam-khieu-vu-vay-nhay-latin-cho-vu-doan-trang-phuc-nhom-nhay-m2801-p193887098.html?spid=193887104,https://salt.tikicdn.com/cache/280x280/ts/product/89/a9/73/09de1e49dfa5e7a9d5b912d51b89cb23.jpg,0,0.0,0,0
"Đầm nữ body len rút dây hông, váy len body cổ tròn sát nách màu nâu lạ mắt",92000,https://tiki.vn/dam-nu-body-len-rut-day-hong-vay-len-body-co-tron-sat-nach-mau-nau-la-mat-p130875010.html?spid=130875011,https://salt.tikicdn.com/cache/280x280/ts/product/99/11/77/abfb9f8e77b6ae7ac6326ae66cc1e30c.jpg,0,4.6,17,0
"Váy đầm maxi thun lạnh co giãn giấu bụng dạo chơi, đi biển - Maxi 65",178000,https://tiki.vn/vay-dam-maxi-thun-lanh-co-gian-giau-bung-dao-choi-di-bien-maxi-65-p22977924.html?spid=104873812,https://salt.tikicdn.com/cache/280x280/ts/product/cc/f3/6a/328b2bbf08277f50fd2b19b48ed9ee65.jpg,0,4.5,2,0
"Váy, đầm trung niên dài tay mỏng NGT26 - NGT26 - NGT26",199000,https://tiki.vn/ao-vay-trung-nien-dai-tay-mong-ngt26-p33603003.html?spid=33603058,https://salt.tikicdn.com/cache/280x280/ts/product/24/e1/3d/9d4ff9525c71ddfc15f1e4268618252e.jpg,0,4.3,3,0
Đầm dây xanh dương Thaw Dress Gem Clothing SP001103,510000,https://tiki.vn/dam-day-xanh-duong-thaw-dress-gem-clothing-sp001103-p67437773.html?spid=67437777,https://salt.tikicdn.com/cache/280x280/ts/product/74/85/bb/cf1f924330801220d223b62010bc76ea.jpg,0,5.0,1,1
YU CHERRY | Đầm Cami Long Dress YD125,420000,https://tiki.vn/yu-cherry-dam-cami-long-dress-yd125-p192812015.html?spid=192812029,https://salt.tikicdn.com/cache/280x280/ts/product/28/bc/03/fa1bd94a6768b8bfbec33e5a4d3c4890.jpg,0,0.0,0,1
ĐẦM CS XANH KHÁNH LINH PHỐI HOA – M015,179000,https://tiki.vn/dam-cs-xanh-khanh-linh-phoi-hoa-m015-p190641779.html?spid=190641781,https://salt.tikicdn.com/cache/280x280/ts/product/60/f9/29/04628d6e24322a905f8b366f067e74e1.jpg,42,0.0,0,1
ĐẦM SUÔN LINE KHÁNH LINH PHỐI TÚI – M016,229000,https://tiki.vn/dam-suon-line-khanh-linh-phoi-tui-m016-p190669492.html?spid=190669496,https://salt.tikicdn.com/cache/280x280/ts/product/10/e2/e9/9b85afc545cd67111c9b8939ae8bd92d.jpg,44,5.0,1,1
ĐẦM MAXI ĐI BIỂN XINH XẮN,350000,https://tiki.vn/dam-maxi-di-bien-xinh-xan-p49002614.html?spid=49002620,https://salt.tikicdn.com/cache/280x280/ts/product/40/f7/14/e1597a6525363ff8548a9b19a8f41291.jpg,0,4.2,5,0
(HÀNG SẴN) Đầm Len Công Sở Trung Niên Lịch Sự AL57 - Hàng Quảng Châu Cao Cấp,289000,https://tiki.vn/hang-san-dam-len-cong-so-trung-nien-lich-su-al57-hang-quang-chau-cao-cap-p125021985.html?spid=125022160,https://salt.tikicdn.com/cache/280x280/ts/product/ae/aa/80/e0ea7227c73e5f2e6536b9eeb3378d56.jpg,0,3.5,2,0
"váy suông nữ mùa hè,váy suông sát nách in chữ pore mặc hè thoáng mát",75000,https://tiki.vn/vay-suong-nu-mua-he-vay-suong-sat-nach-in-chu-pore-mac-he-thoang-mat-p112073124.html?spid=112073126,https://salt.tikicdn.com/cache/280x280/ts/product/9b/8d/75/66868c7ccef8ef3b1407e6f6db625153.jpg,0,4.8,27,0
"Đầm Trung Niên Sang Trọng Cao Cấp, Dáng Suông Hoa Tay Lỡ, Kèm Dây Thắt Eo, Chất Linen Mát ARCTIC HUNTER AH181",320000,https://tiki.vn/dam-trung-nien-sang-trong-cao-cap-dang-suong-hoa-tay-lo-kem-day-that-eo-chat-linen-mat-arctic-hunter-ah181-p192191718.html?spid=192191724,https://salt.tikicdn.com/cache/280x280/ts/product/4d/8e/c1/3a2a927c27cd525a59c1fb2ace22cb66.jpg,0,4.0,2,1
YU CHERRY | Đầm Mina Cami Dress YD146,350000,https://tiki.vn/yu-cherry-dam-mina-cami-dress-yd146-p192781555.html?spid=192781559,https://salt.tikicdn.com/cache/280x280/ts/product/30/84/c9/1627925539d536183b89759013fb2ea2.jpg,0,5.0,3,1
Đầm suông dáng hoa tulip thêu họa tiết trẻ ArcticHunter - Trắng,169000,https://tiki.vn/dam-suong-dang-hoa-tulip-theu-hoa-tiet-tre-arctichunter-trang-p96080189.html?spid=96080190,https://salt.tikicdn.com/cache/280x280/ts/product/de/e4/bb/3ab21f4ab15e27d10526089adc69de8c.jpg,0,4.3,4,1
Đầm Quý Bà Đầm Trung niên Đầm cho mẹ đầm Suông Họa Tiết Sang Trọng - Siêu Cao Cấp,498000,https://tiki.vn/dam-quy-ba-dam-trung-nien-dam-cho-me-dam-suong-hoa-tiet-sang-trong-sieu-cao-cap-p180608792.html?spid=180608793,https://salt.tikicdn.com/cache/280x280/ts/product/ab/8e/bb/3a0faf1e75c27552dc039668b24d87c2.jpg,0,5.0,2,1
"Đầm suông linen tay lỡ cổ phát V, chất vải linen tự nhiên mềm mát, thời trang cho phái nữ Da78",299000,https://tiki.vn/dam-maxi-trang-nu-basic-dam-dui-suong-nu-dang-dai-nhun-eo-tay-lo-thoi-trang-nu-dui-viet-dv78-p182729631.html?spid=182729639,https://salt.tikicdn.com/cache/280x280/ts/product/6d/00/35/663aa4d096c4cc5288201c0b34cac19f.jpg,0,5.0,1,1
"Đầm suông đũi cổ trụ ArcticHunter, thời trang thương hiệu chính hãng",199000,https://tiki.vn/dam-suong-dui-co-tru-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p67048080.html?spid=67048090,https://salt.tikicdn.com/cache/280x280/ts/product/19/79/11/65365a4db1f937230c3e59ea0332292f.jpg,0,3.6,10,1
[ĐẸP CHẤT] Đầm yếm jean dài cài nút xẻ tà dáng suông mềm mại năng động C082,277000,https://tiki.vn/dep-chat-dam-yem-jean-dai-cai-nut-xe-ta-dang-suong-mem-mai-nang-dong-c082-p191756961.html?spid=191756969,https://salt.tikicdn.com/cache/280x280/ts/product/e8/99/47/829e09785a2c82668ffa7747f2906aff.jpg,0,1.0,1,0
(HÀNG HOT TEEN) VÁY ĐŨI SUÔNG DÁNG MAXI FULL MÀU HÀNG CHUẨN NHƯ HÌNH CÓ ẢNH THẬT,78700,https://tiki.vn/hang-hot-teen-vay-dui-suong-dang-maxi-full-mau-hang-chuan-nhu-hinh-co-anh-that-p112052377.html?spid=111694821,https://salt.tikicdn.com/cache/280x280/ts/product/d4/62/98/1075f1bccf95b76073b5dc1afa05d98c.jpg,0,4.7,68,0
Đầm body ôm 2 dây thiết kế khoét vai dự tiệc,121000,https://tiki.vn/dam-body-dam-om-dam-2-day-dam-thiet-ke-dam-khoet-vai-dam-du-tiec-p134025545.html?spid=134025573,https://salt.tikicdn.com/cache/280x280/ts/product/ec/c7/a4/6e15304b8d36a964be9ed20633fd13f2.jpg,0,5.0,2,0
Đầm suông nữ xếp từng phối ren form rộng đủ size AH10,179000,https://tiki.vn/dam-suong-nu-xep-tung-phoi-ren-form-rong-du-size-ah10-p58327731.html?spid=161944352,https://salt.tikicdn.com/cache/280x280/ts/product/c8/20/65/2f7f4ff94877898705db0b3e07967e79.jpg,0,4.5,2,1
"Đầm suông linen cổ đức phối 2 túi ngực ArcticHunter, chất vải linen tự nhiên mềm mại, thời trang thương hiệu chính hãng",250000,https://tiki.vn/dam-suong-linen-co-duc-phoi-2-tui-nguc-arctichunter-chat-vai-linen-tu-nhien-mem-mai-thoi-trang-thuong-hieu-chinh-hang-p74915290.html?spid=74915302,https://salt.tikicdn.com/cache/280x280/ts/product/65/d6/7e/a66730e6f02277fcdd2d0104b4aae25c.jpg,0,4.3,13,1
ĐẦM XÒE VOAN DỰ TIỆC THẮT NƠ EO SIÊU XINH,123000,https://tiki.vn/dam-xoe-voan-du-tiec-that-no-eo-sieu-xinh-p143148359.html?spid=162173095,https://salt.tikicdn.com/cache/280x280/ts/product/83/76/da/7714245d60307cad948d32960e565c65.jpg,0,4.0,4,0
ĐẦM BI TAY PHỒNG LENA,163000,https://tiki.vn/dam-bi-tay-phong-lena-p67992226.html?spid=67992228,https://salt.tikicdn.com/cache/280x280/ts/product/7d/1d/a1/4a5dd350f4ff20ff34772f3aec493418.jpg,0,3.0,1,0
Đầm Ngắn Dễ Thương Nơ Trắng Và Viền Tay DN087 MayHomes Kiểu Dáng Thời Trang,148720,https://tiki.vn/dam-ngan-de-thuong-no-trang-va-vien-tay-dn087-mayhomes-kieu-dang-thoi-trang-p61494413.html?spid=61494419,https://salt.tikicdn.com/cache/280x280/ts/product/32/c9/4b/8c7af24a23fbb6286e6d1cf81d03df13.png,12,4.3,14,1
"váy suông nữ, đầm suông dài tay cổ tim xẻ tà chất len gân 2 màu",125000,https://tiki.vn/vay-suong-nu-dam-suong-dai-tay-co-tim-xe-ta-chat-len-gan-2-mau-p141529954.html?spid=141529958,https://salt.tikicdn.com/cache/280x280/ts/product/5d/df/bd/fd85866d89ac150a7f2884df5dd7a2c5.jpg,0,5.0,18,0
ĐẦM DỰ TIỆC CAO CẤP,350000,https://tiki.vn/dam-du-tiec-cao-cap-p45400958.html?spid=45401002,https://salt.tikicdn.com/cache/280x280/ts/product/19/e3/53/96154d85cda9931bd03da82b94cfe13b.jpg,0,3.3,12,0
Đầm Linen nữ cổ V rút eo 2 túi phong cách công sở Đũi Việt Dv160,249000,https://tiki.vn/dam-suong-linen-nu-so-mi-tay-ngan-co-v-that-dai-eo-phong-cach-cong-so-dui-viet-dv160-p185384313.html?spid=185384319,https://salt.tikicdn.com/cache/280x280/ts/product/b0/42/e2/fcdbecdf8f1c2f87b2834db579715171.jpg,0,4.0,2,1
"Đầm suông linen dáng yếm nơ lưng vạt tròn trẻ trung, thời trang phong cách Hàn - Hồng",260000,https://tiki.vn/dam-suong-linen-dang-yem-no-lung-vat-tron-tre-trung-thoi-trang-phong-cach-han-hong-p187955238.html?spid=187955244,https://salt.tikicdn.com/cache/280x280/ts/product/70/df/79/53aaffc7a2f4240ea7718239d6302f07.jpg,0,2.0,1,1
(HÀNG SẴN) Đầm Hoa Trung Niên Che Bụng Cho Mẹ VH52 - Hàng Quảng Châu Cao Cấp,375000,https://tiki.vn/hang-san-dam-hoa-trung-nien-che-bung-cho-me-vh52-hang-quang-chau-cao-cap-p86882422.html?spid=86882430,https://salt.tikicdn.com/cache/280x280/ts/product/32/91/6b/d241bcb126d0af9986924d746225dbc0.jpg,0,5.0,1,0
"Đầm suông đũi lụa tay lỡ cổ tim phối khuy trai ArcticHunter, thời trang thương hiệu chính hãng",199000,https://tiki.vn/dam-suong-dui-lua-tay-lo-co-tim-phoi-khuy-trai-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p102905096.html?spid=102905104,https://salt.tikicdn.com/cache/280x280/ts/product/2b/e9/28/5e12ca7b60ba9a612603368feb693cad.jpg,0,4.3,7,1
"Đầm xoè nữ kẻ sọc, đầm vải thun co giãn 4 chiều D83",149000,https://tiki.vn/dam-xoe-nu-ke-soc-dam-vai-thun-co-gian-4-chieu-d83-p105673810.html?spid=105673816,https://salt.tikicdn.com/cache/280x280/ts/product/dd/db/59/8b268345d96c27c9149057975cd3002c.jpg,0,5.0,1,1
Đầm quý Bà Sang Trọng - Hàng nhập - DQB8401,328000,https://tiki.vn/dam-quy-ba-sang-trong-hang-nhap-dqb8401-p48173327.html?spid=48173329,https://salt.tikicdn.com/cache/280x280/ts/product/05/d9/26/df08dc2b137713ce074c57c2db45e8e5.jpg,0,3.9,13,1
"Đầm suông linen tay lỡ cổ đức nẹp pha ArcticHunter, thời trang thương hiệu chính hãng",269000,https://tiki.vn/dam-suong-linen-tay-lo-co-duc-nep-pha-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p185439942.html?spid=185439952,https://salt.tikicdn.com/cache/280x280/ts/product/df/a8/59/cf3614641879928f734d8491a7f9c885.jpg,0,0.0,0,1
"Đầm suông sơ mi tay hến chất đũi mềm mát trẻ trung ArcticHunter, thời trang thương hiệu chính hãng",220000,https://tiki.vn/dam-suong-so-mi-tay-hen-chat-dui-mem-mat-tre-trung-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p182713163.html?spid=182713195,https://salt.tikicdn.com/cache/280x280/ts/product/42/0f/41/aa320559f09c0dd9bea824e1dda96018.jpg,0,4.0,1,1
đầm nữ dài maxi dáng ulzang hàn quốc cá tính ( không kèm áo),94000,https://tiki.vn/set-vay-yem-nu-2-day-dam-nu-dai-maxi-dang-ulzang-han-quoc-ca-tinh-khong-kem-ao-p141123982.html?spid=141123983,https://salt.tikicdn.com/cache/280x280/ts/product/d3/e0/e1/08665ff1107f764fa688624c349dab26.jpg,0,5.0,30,0
OLV - Đầm Jeny Cream Dress,690000,https://tiki.vn/olv-dam-jeny-cream-dress-p196768144.html?spid=196768146,https://salt.tikicdn.com/cache/280x280/ts/product/40/60/1e/387e86f21f9e4175eca9910af9e9fa3d.jpg,0,0.0,0,1
Đầm Nữ Đầm Dự Tiệc Đầm Công Sở  Đầm Xòe Tay,195000,https://tiki.vn/dam-nu-dam-du-tiec-dam-cong-so-dam-xoe-tay-lo-phoi-ren-nguc-p55650411.html?spid=59157430,https://salt.tikicdn.com/cache/280x280/ts/product/ce/f2/19/ac0b6eee52a44fce6897aeb3ee1ee8d8.jpg,0,3.8,17,0
"Váy Công Sở Kẻ Dài Tay Dáng Suông Haint Boutique, Đầm Nữ Lệch Tà Kèm Dây Thắt Eo Cổ Sơ Mi D92",299000,https://tiki.vn/vay-cong-so-ke-dai-tay-dang-suong-haint-boutique-dam-nu-lech-ta-kem-day-that-eo-co-so-mi-da92-p160993917.html?spid=160993935,https://salt.tikicdn.com/cache/280x280/ts/product/78/51/63/de7461ead543a722dc6a7d7b2b1da88c.jpg,0,0.0,0,1
Đầm ôm body 2 dây xoắn ngực,207000,https://tiki.vn/dam-om-body-2-day-xoan-nguc-p68418522.html?spid=97480496,https://salt.tikicdn.com/cache/280x280/ts/product/d6/01/0d/d09d8a0cac7762210429bd0ee279fa18.jpg,0,2.7,3,1
"Đầm suông linen tay lỡ cổ tim tím nhạt sang trọng ArcticHunter, thời trang thương hiệu chính hãng",260000,https://tiki.vn/dam-suong-linen-tay-lo-co-tim-tim-nhat-sang-trong-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p113045965.html?spid=113045969,https://salt.tikicdn.com/cache/280x280/ts/product/db/c7/d8/a9d6eddf1a13c7881bdc2898be927594.jpg,0,3.0,3,1
Đầm 6 mảnh trung niên (size 47-67kg),129000,https://tiki.vn/dam-6-manh-trung-nien-size-47-67kg-p154202461.html?spid=154202491,https://salt.tikicdn.com/cache/280x280/ts/product/e0/4d/45/7e199273ba29401145a3523e374dff6b.jpg,0,4.8,4,0
Váy Đầm Trung Niên Dáng Suông Form Rộng  Chất Linen Thoáng Mát Đũi Việt Dv165,299000,https://tiki.vn/vay-dam-trung-nien-dang-suong-form-rong-mac-o-nha-mac-di-ngu-chat-linen-thoang-mat-dui-viet-dv165-p186252222.html?spid=186252224,https://salt.tikicdn.com/cache/280x280/ts/product/51/af/dc/1b5c4a161728a67dd0be228b12d79b7c.jpg,0,4.7,3,1
"Đầm linen hè nữ, Đầm suông nữ dáng dài kèm dây thắt eo Haint Boutique Da82",299000,https://tiki.vn/dam-linen-he-nu-dam-suong-nu-dang-dai-kem-day-that-eo-haint-boutique-da82-p184683527.html?spid=184683533,https://salt.tikicdn.com/cache/280x280/ts/product/30/4a/4f/50d7dd7339d72e03b309a836949dd654.jpg,0,0.0,0,1
"Đầm linen suông dáng dài, Đầm sơ mi nữ ngắn tay kèm dây thắt eo nhiều màu lựa chọn ARCTIC HUNTER AH75",299000,https://tiki.vn/dam-linen-suong-dang-dai-dam-so-mi-nu-ngan-tay-kem-day-that-eo-nhieu-mau-lua-chon-arctic-hunter-ah75-p190320583.html?spid=190320591,https://salt.tikicdn.com/cache/280x280/ts/product/1e/31/08/776b0f9303a81123e4184866f09a5e74.jpg,0,0.0,0,1
 Đầm xoà dự tiệc lụa bi,137000,https://tiki.vn/dam-xoa-du-tiec-lua-bi-p95474110.html?spid=176751357,https://salt.tikicdn.com/cache/280x280/ts/product/6a/99/99/4d7010169255a597f052103f4330aa2e.jpg,0,3.5,2,0
váy suông sát nách cổ tròn dáng dài 3 màu xinh xắn,89000,https://tiki.vn/vay-suong-sat-nach-co-tron-dang-dai-3-mau-xinh-xan-p105619777.html?spid=105619783,https://salt.tikicdn.com/cache/280x280/ts/product/be/a7/9e/70688e94dce56fa582e8a6582cf4e660.jpg,0,5.0,19,0
Váy đầm lanh (tole) Vicci TVN004.12 vải xước họa  tiết hoa hoa nền tím (Size,150000,https://tiki.vn/vay-dam-lanh-tole-vicci-tvn004-12-vai-xuoc-hoa-tiet-hoa-hoa-nen-tim-p3075019.html?spid=3081013,https://salt.tikicdn.com/cache/280x280/ts/product/c2/36/f7/e3e4362db9ebb6995336aed489c2b23f.JPG,50,4.0,2,1
Đầm Suông Đuôi Cá 2 Dây De Leah,725000,https://tiki.vn/dam-suong-duoi-ca-2-day-de-leah-p194115003.html?spid=194115024,https://salt.tikicdn.com/cache/280x280/ts/product/ec/81/c7/9a08f1fdfad7cd70ab4a3f8b18977077.jpg,0,5.0,1,1
Đầm xòe phom chữ A thiết kế thun co giãn 4 chiều cao cấp (hàng có size) cho bạn nữ đi tiệc - đi làm đều sang trọng,420000,https://tiki.vn/dam-xoe-phom-chu-a-thiet-ke-thun-co-gian-4-chieu-cao-cap-hang-co-size-cho-ban-nu-di-tiec-di-lam-deu-sang-trong-p154135520.html?spid=158790970,https://salt.tikicdn.com/cache/280x280/ts/product/20/5f/01/05aef7aeb8f61c77c70a55fd34286a26.jpg,0,5.0,1,0
"Đầm suông linen cổ tầu túi bên hông LAHstore, chất liệu vải linen tự nhiên, thời trang phong cách Hàn",230000,https://tiki.vn/dam-suong-linen-co-tau-tui-ben-hong-lahstore-chat-lieu-vai-linen-tu-nhien-thoi-trang-phong-cach-han-p68463267.html?spid=68463271,https://salt.tikicdn.com/cache/280x280/ts/product/50/51/63/fba91ec916862d6c3d7658fa603a206b.jpg,0,4.5,14,1
Váy đầm nữ bidy sườn xám in họa tiết,156000,https://tiki.vn/vay-dam-nu-bidy-suon-xam-in-hoa-tiet-p140138812.html?spid=140138816,https://salt.tikicdn.com/cache/280x280/ts/product/57/bd/9e/7000b6453b2e87881cd4260983a4914b.jpg,0,0.0,0,0
"Đầm body 2 dây, váy nữ body hở lưng màu đen cá tính",87000,https://tiki.vn/dam-body-2-day-vay-nu-body-ho-lung-mau-den-ca-tinh-p115707331.html?spid=115708128,https://salt.tikicdn.com/cache/280x280/ts/product/61/a9/a2/b90598a5349e177a23c355ea55d37843.jpg,0,0.0,0,0
ĐẦM XÒE CỔ LỌ TAY DÀI THANH LỊCH SIZE TỪ 40-70KG,139200,https://tiki.vn/dam-xoe-co-lo-tay-dai-thanh-lich-size-tu-40-70kg-p74910955.html?spid=74910959,https://salt.tikicdn.com/cache/280x280/ts/product/7d/4f/1e/1d7963c09cc8258d15694b1b357ae2bb.jpg,20,0.0,0,0
Đầm suông linen dáng cơ bản cổ tròn tay lỡ xẻ tà gấu không kén dáng mặc LAHstore - M,250000,https://tiki.vn/dam-suong-linen-dang-co-ban-co-tron-tay-lo-xe-ta-gau-khong-ken-dang-mac-lahstore-cam-p101615200.html?spid=101615419,https://salt.tikicdn.com/cache/280x280/ts/product/dd/80/07/8bd5bfa4c7566234e9e841bf19fd1a6c.jpg,0,4.0,6,1
"Đầm dự tiệc cổ V bo eo sang chảnh thích hợp mặc đi tiệc, du lịch",280000,https://tiki.vn/dam-du-tiec-co-v-bo-eo-sang-chanh-thich-hop-mac-di-tiec-du-lich-p78892718.html?spid=78892722,https://salt.tikicdn.com/cache/280x280/ts/product/c2/4f/97/db9c56d2f0e3d2cd021a99e64a54328b.jpg,0,3.0,2,0
Đầm váy sơ mi kem túi hộp (kèm hình thật),212000,https://tiki.vn/dam-vay-so-mi-kem-tui-hop-kem-hinh-that-p152897666.html?spid=152897672,https://salt.tikicdn.com/cache/280x280/ts/product/d7/c0/e8/35cf88c348a4567b956c04f32d461191.jpg,0,4.0,1,0
Đầm Ôm Dự Tiệc Nữ Kiểu Đầm Dáng Ôm Kèm Áo Khoác Ngắn Cổ Bẻ Thanh Lịch -  THỜI TRANG CÔNG SỞ NỮ CAO CẤP GOTI 3271S,329000,https://tiki.vn/dam-om-du-tiec-nu-kieu-dam-dang-om-kem-ao-khoac-ngan-co-be-thanh-lich-thoi-trang-cong-so-nu-cao-cap-goti-3271s-p73199857.html?spid=73199861,https://salt.tikicdn.com/cache/280x280/ts/product/93/d8/de/18131e2afef2bb05fdcc504a7c70b862.jpg,0,5.0,2,1
"váy suông nữ,đầm suông nữ cộc tay mùa hè in hình con gấu xinh xắn",79000,https://tiki.vn/vay-suong-nu-dam-suong-nu-coc-tay-mua-he-in-hi-nh-con-ga-u-xinh-xa-n-p118035480.html?spid=118035484,https://salt.tikicdn.com/cache/280x280/ts/product/bc/33/71/13f8e97913fdd98bd9c82ce8e5da9de6.jpg,0,5.0,5,0
Váy suông nữ cộc tay in chữ cest chic nhiều màu lựa chọn,89000,https://tiki.vn/vay-suong-nu-coc-tay-in-chu-cest-chic-nhieu-mau-lua-chon-p113534975.html?spid=113534979,https://salt.tikicdn.com/cache/280x280/ts/product/e7/30/5b/c8b98addc4092a229235c6709a73242f.jpg,0,4.8,44,0
